image_id,size_bin,sampling_weight,o2o_base_margin,rho_R_event_observed,rho_R_radius
128__1800_1800,t_8_16,43.8625,0.2922117965319826,1,0.0625
128__1800_1800,t_8_16,43.8625,0.3164135155131726,1,0.0517578125
128__1800_1800,t_8_16,43.8625,0.6893813386341388,1,0.0595703125
128__1800_1800,t_8_16,43.8625,0.4913576511930521,1,0.060546875
128__1800_1800,t_8_16,43.8625,0.5833872213514784,1,0.0712890625
128__1800_1800,t_8_16,43.8625,0.0573252904636957,1,0.1025390625
128__1800_1800,t_8_16,43.8625,0.1716671734942933,1,0.052734375
128__1800_1800,t_8_16,43.8625,0.1716671734942933,1,0.03125
128__1800_1800,t_8_16,43.8625,0.1716671734942933,1,0.1142578125
128__1800_1800,t_8_16,43.8625,0.0595739961046476,1,0.060546875
128__1800_1800,t_8_16,43.8625,0.0595739961046476,1,0.0478515625
136__600_1200,t_8_16,44.130434782608695,0.8081553603924037,1,0.0830078125
136__600_1200,s_16_32,44.130434782608695,0.7204165576266041,1,0.0693359375
136__600_1200,t_8_16,44.130434782608695,0.5914086123344138,1,0.0478515625
136__600_1200,t_8_16,44.130434782608695,0.0036756346570626,1,0.0205078125
136__600_1200,t_8_16,44.130434782608695,0.0036756346570626,1,0.0009765625
136__600_1200,t_8_16,44.130434782608695,0.9649155306268872,1,0.1728515625
136__600_1200,t_8_16,44.130434782608695,0.1057301938152027,1,0.060546875
136__600_1200,t_8_16,44.130434782608695,0.1057301938152027,1,0.01171875
136__600_1200,t_8_16,44.130434782608695,0.3129939465906372,1,0.083984375
136__600_1200,t_8_16,44.130434782608695,0.5788612101017722,1,0.1181640625
136__600_1200,t_8_16,44.130434782608695,0.5788612101017722,1,0.0419921875
136__600_1200,t_8_16,44.130434782608695,0.9940366962421116,1,0.1884765625
136__600_1200,t_8_16,44.130434782608695,0.7410076068822437,1,0.201171875
1384__3000_2400,t_8_16,44.130434782608695,0.8027955395219841,1,0.1533203125
1384__3000_2400,t_8_16,44.130434782608695,0.210217986193119,1,0.095703125
1397__1200_1200,t_8_16,44.130434782608695,0.6437967973520089,1,0.107421875
1397__1200_1200,t_8_16,44.130434782608695,0.6437967973520089,1,0.0654296875
1397__1200_1200,t_8_16,44.130434782608695,0.9954544716940236,1,0.154296875
1397__1200_1200,t_8_16,44.130434782608695,0.302241830378445,1,0.1591796875
1397__1200_1200,t_8_16,44.130434782608695,0.302241830378445,1,0.0126953125
1397__1200_1200,s_16_32,44.130434782608695,0.0510683773070563,1,0.001953125
1397__1200_1200,s_16_32,44.130434782608695,0.0510683773070563,1,0.001953125
1397__1200_1200,t_8_16,44.130434782608695,0.5444167281455745,1,0.11328125
1406__1800_600,t_8_16,44.130434782608695,0.3863345803804187,1,0.01953125
1406__1800_600,t_8_16,44.130434782608695,0.3863345803804187,1,0.130859375
1420__1800_0,t_8_16,44.130434782608695,0.99977327168005,1,0.2294921875
